longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.29,34.11,30,2774,570,1076,580,5.296,500001,<1H OCEAN
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND
-119.8,34.44,27,2674,419,1176,416,5.0294,280200,NEAR OCEAN
-118.16,33.84,36,2444,432,1199,424,4.1538,218800,<1H OCEAN
-117.21,34.04,14,3063,426,1570,419,6.2917,224700,INLAND
-117.34,33.06,17,2718,518,815,403,4.3182,357100,NEAR OCEAN
-121.78,38.01,19,2688,469,1216,422,4.4491,133900,INLAND
-118.43,34.2,29,3051,694,1942,679,3.1118,238100,<1H OCEAN
-122.01,37.4,24,1297,297,441,282,3.1439,47500,<1H OCEAN
-121.95,37.32,33,726,168,351,147,3.1458,270500,<1H OCEAN
-117.24,32.8,19,1863,497,868,503,2.288,210000,NEAR OCEAN
-122.36,37.93,17,1258,254,885,229,3.05,121600,NEAR BAY
-118.44,34.28,38,1156,305,1359,289,2.5147,137100,<1H OCEAN
-117.01,32.73,22,2526,530,1556,529,2.8646,120800,NEAR OCEAN
-122.36,37.96,30,950,317,1073,280,1.8664,107800,NEAR BAY
-116.47,33.81,7,10105,2481,6274,2095,2.4497,90900,INLAND
-118.28,34.05,44,1273,474,1754,460,1.6037,275000,<1H OCEAN
-122.87,38.61,23,2676,521,1456,500,3.7361,173700,<1H OCEAN
-122.29,40.39,17,1682,332,887,316,1.8438,76400,INLAND
-118.26,33.96,37,1625,383,1243,350,1.3971,89800,<1H OCEAN
-118.94,35.41,10,3216,526,1539,483,6.3639,143000,INLAND
-121.54,39.5,38,1438,310,779,275,1.3289,39400,INLAND
-118.32,34.1,43,1615,734,1460,644,1.4005,193800,<1H OCEAN
-118.39,33.96,45,1436,374,662,292,3.625,329400,<1H OCEAN
-121.96,37.28,28,5018,1066,2846,998,4.0174,273900,<1H OCEAN
-122.05,36.96,30,971,185,644,173,4.2045,226500,NEAR OCEAN
-118.21,34.08,52,3672,808,3062,764,2.6806,153000,<1H OCEAN
-122.43,37.78,29,1310,364,1009,379,1.3844,177500,NEAR BAY
-117.89,34.14,15,4644,967,2855,867,3.3654,222100,<1H OCEAN
-122.43,37.78,52,4014,1069,2070,927,2.8202,442900,NEAR BAY
-122.31,37.53,41,1608,269,676,267,4.6125,361700,NEAR OCEAN
-120.59,35.12,27,3055,677,1407,610,2.1702,179700,<1H OCEAN
-120.46,34.65,14,885,223,533,224,2.5966,109300,NEAR OCEAN
-121.53,38.61,5,8149,1913,2933,1616,3.6788,178800,INLAND
-122.41,37.61,42,1602,262,705,255,5.7398,336400,NEAR OCEAN
-119.81,36.83,19,6789,1200,2325,1109,4.049,126000,INLAND
-118.7,34.24,28,2405,462,1011,378,4.504,204300,<1H OCEAN
-120.85,37.77,20,651,157,421,151,2.0833,77300,INLAND
-118.27,34.25,37,2489,454,1215,431,5.0234,257600,<1H OCEAN
-122.49,37.7,36,1946,340,828,313,5.2811,287700,NEAR OCEAN
-118.56,34.37,23,3927,728,1984,707,4.8536,202600,<1H OCEAN
-117.09,32.61,23,1157,309,640,313,2.1548,118800,NEAR OCEAN
-120.79,37.76,14,3531,508,1505,497,5.5228,275300,INLAND
-117.42,34.13,4,11587,1796,5804,1705,4.8283,141900,INLAND
-120.11,39.21,18,2245,392,421,162,4.5795,158300,INLAND
-121.59,39.77,24,1535,276,664,273,2.3068,97300,INLAND
-119.29,35.76,15,3938,789,3500,768,2.1295,59800,INLAND
-117.9,34.08,32,2068,356,976,370,5.212,201200,<1H OCEAN
-122.44,37.75,52,3114,637,1144,591,4,375000,NEAR BAY
-122.36,37.95,38,1066,248,729,286,1.5139,81700,NEAR BAY
-118.13,33.89,36,599,125,361,139,5.0395,225800,<1H OCEAN
-122.09,37.65,35,1130,192,543,184,4.3897,190600,NEAR BAY
-122.1,37.93,20,10212,1424,4083,1374,8.039,382200,NEAR BAY
-118.24,34.02,48,542,150,571,114,1.8485,90600,<1H OCEAN
-117.9,33.9,18,3821,576,1430,568,6.9399,349600,<1H OCEAN
-117.06,32.61,23,1630,362,1267,418,2.5625,131100,NEAR OCEAN
-118.22,33.97,47,1147,297,1097,307,2.6384,162900,<1H OCEAN
-121.99,37.31,26,3285,502,1443,530,5.7833,339600,<1H OCEAN
-118.3,34.06,21,3960,1490,3468,1335,1.8214,475000,<1H OCEAN
-119.25,36.27,23,1494,275,678,235,2.6875,69100,INLAND
-117.99,33.79,21,2695,707,1888,683,3.2857,213300,<1H OCEAN
-124.35,40.54,52,1820,300,806,270,3.0147,94600,NEAR OCEAN
-117.13,32.98,5,2276,311,1158,317,6.4321,271900,<1H OCEAN
-118.39,34.23,43,1193,299,1184,320,2.1518,161600,<1H OCEAN
-118.41,33.89,38,4166,828,1600,770,6.3861,500001,<1H OCEAN
-117.03,33.18,17,5391,886,2732,830,5.1771,212800,<1H OCEAN
-118.08,34.11,42,1969,353,927,354,5.5924,285300,<1H OCEAN
-118.4,34.2,30,2392,655,1987,609,2.8424,226400,<1H OCEAN
-122.49,37.74,44,1472,275,820,310,5.6826,300000,NEAR OCEAN
-118.28,33.78,37,1212,304,1076,293,3.2115,160100,<1H OCEAN
-121.36,38.61,35,2355,365,993,354,5.0492,144100,INLAND
-119.29,34.3,24,7637,1705,4647,1623,3.5385,186800,NEAR OCEAN
-118.5,34.46,17,10267,NA,4956,1483,5.5061,239400,<1H OCEAN
-122.48,37.79,52,4683,1055,2246,975,4.1148,457800,NEAR BAY
-117.64,34.08,35,1254,241,729,253,3.495,118000,INLAND
-117.9,34.08,32,5482,1251,3426,1117,3.2943,204400,<1H OCEAN
-117.32,33.8,11,3196,576,1757,552,4.0982,173300,INLAND
-121.86,40.77,17,2816,639,1027,406,2.503,65600,INLAND
-115.5,32.75,13,330,72,822,64,3.4107,142500,INLAND
-118.18,33.9,32,778,227,933,209,2.7292,143800,<1H OCEAN
-121.67,39.34,22,1217,224,537,187,2.6607,84600,INLAND
-121.97,37.35,35,1880,370,926,321,4.2273,269900,<1H OCEAN
-118.16,34.19,44,2195,449,1377,417,3.5887,153500,<1H OCEAN
-118.07,33.92,36,1560,320,1348,314,3.622,174000,<1H OCEAN
-118.58,34.23,35,1917,314,1019,340,4.8929,234900,<1H OCEAN
-122.63,38.94,18,3844,969,1832,845,1.125,81800,INLAND
-119.02,35.34,35,1650,390,1145,343,1.5357,56500,INLAND
-119.71,36.74,18,8099,1670,4476,1514,2.4728,88300,INLAND
-119.31,36.62,33,1485,374,1544,329,1.7292,52000,INLAND
-122.42,37.74,52,2019,418,999,448,4.2212,271300,NEAR BAY
-124.14,40.6,27,1148,206,521,219,4.025,128100,NEAR OCEAN
-118.14,33.97,29,1846,530,2576,528,2.63,156000,<1H OCEAN
-118.2,33.77,40,2034,899,1257,797,1.2864,131300,NEAR OCEAN
-117.44,33.9,23,4487,754,2609,778,4.2788,148700,INLAND
-117.9,33.65,30,2196,486,1131,460,4.4135,272300,<1H OCEAN
-122.27,37.55,15,1958,282,811,284,8.1221,483300,NEAR BAY
-118.3,33.77,18,3821,795,2831,769,2.9571,346200,<1H OCEAN
-124.16,40.78,50,2285,403,837,353,2.5417,85400,NEAR OCEAN
-117.64,33.48,12,2007,397,1033,373,5.6754,275900,<1H OCEAN
-118.2,33.77,41,1158,396,1209,336,2.7813,129200,NEAR OCEAN
-118.25,34.15,31,1238,338,605,331,2.8478,228100,<1H OCEAN
-118.37,34.18,42,1140,300,643,252,3.3958,178400,<1H OCEAN
-121.86,37.42,20,5032,808,2695,801,6.6227,264800,<1H OCEAN
-117.28,33.92,35,3623,841,2721,766,2.1574,86900,INLAND
-122.21,37.83,40,4991,674,1616,654,7.5544,411500,NEAR BAY
-122.11,37.43,35,3905,565,1562,553,7.313,463700,NEAR BAY
-122.02,38.02,44,1465,247,817,237,4.8693,156900,NEAR BAY
-120.77,37.42,27,949,224,888,241,2.3333,72800,INLAND
-118.42,34.15,27,2795,602,1073,535,5.1496,365000,<1H OCEAN
-122.01,38.26,12,4132,710,2087,633,4.5987,139700,INLAND
-117.5,33.98,21,2394,416,1291,381,4.2099,138700,INLAND
-120.24,37.21,31,2447,465,1313,352,3.3929,93800,INLAND
-121.49,38.55,51,4280,632,1486,621,5.0359,224100,INLAND
-118.11,33.86,33,2389,410,1229,393,5.3889,234900,<1H OCEAN
-118.98,35.38,28,1171,299,1193,273,0.8639,49400,INLAND
-121.96,37.41,17,3208,617,2286,602,5.2937,238000,<1H OCEAN
-118.23,34.13,34,609,149,407,145,4.5766,185800,<1H OCEAN
-121.82,37.42,13,3752,572,1581,526,6.1091,329400,<1H OCEAN
-118.33,34.1,43,2732,1646,3049,1429,1.3157,333300,<1H OCEAN
-117.95,34.05,31,2349,539,2028,521,3.494,154500,<1H OCEAN
-122.45,37.71,41,1578,351,1159,299,3.9167,243600,NEAR OCEAN
-118.09,33.91,14,2369,604,1546,464,3.7969,159400,<1H OCEAN
-121.07,38.9,52,1280,281,523,266,1.7375,122200,INLAND
-119.01,35.3,7,8596,1597,4893,1520,3.9054,80900,INLAND
-122.09,37.4,24,3983,1126,2645,1072,3.6742,275000,NEAR BAY
-116.97,33.94,29,3197,632,1722,603,3.0432,91200,INLAND
-117.11,32.97,9,1531,242,850,240,6.0862,263600,<1H OCEAN
-115.56,32.79,18,1178,438,1377,429,1.3373,58300,INLAND
-119.75,36.74,39,1740,351,1098,347,1.8958,51300,INLAND
-117.88,33.63,21,9565,2289,3162,1831,4.7024,345400,<1H OCEAN
-118.47,34.25,34,1732,399,1120,401,4.1492,195700,<1H OCEAN
-118.27,34.16,48,1301,253,637,260,4.3438,252700,<1H OCEAN
-122.09,37.38,34,1959,342,849,357,6.2884,414700,NEAR BAY
-119.05,34.13,12,57,22,69,15,5.0066,275000,NEAR OCEAN
-117.27,34.4,8,6042,979,3031,991,3.3438,124400,INLAND
-121.79,37.67,26,2163,339,947,346,6.0797,211000,INLAND
-118.3,34.06,20,1782,896,1749,823,2.2094,75000,<1H OCEAN
-118.78,34.25,13,1841,237,833,231,7.7785,404700,<1H OCEAN
-122.23,40.57,18,1633,243,750,252,5.1585,150800,INLAND
-117.57,34.15,3,12806,2219,4249,1499,5.485,343100,INLAND
-118.26,34.15,14,2981,894,1941,863,3,178600,<1H OCEAN
-121.07,38.92,15,5301,884,2335,831,4.515,164000,INLAND
-121.3,38.11,5,5979,1190,2679,1084,4.196,171700,INLAND
-119.1,36.21,38,727,173,559,176,2.4653,49500,INLAND
-121.95,37.38,22,765,198,390,176,3.1812,87500,<1H OCEAN
-118.46,34.04,17,2729,897,1404,758,3.1235,420800,<1H OCEAN
-122.79,39.09,20,1798,395,685,331,1.625,66800,INLAND
-117.01,32.79,31,3776,815,1886,799,3.4421,155300,<1H OCEAN
-118.15,34.71,36,1338,250,709,250,3.5625,101400,INLAND
-122.21,37.8,50,2833,605,1260,552,2.8929,216700,NEAR BAY
-119.73,36.74,14,6202,1551,5561,1435,1.6073,64700,INLAND
-118.22,34.13,40,2749,580,1375,511,4.825,205800,<1H OCEAN
-117.95,33.76,29,1829,366,1703,343,4.1295,188000,<1H OCEAN
-122.01,37.36,25,2796,429,1267,426,6.6329,349000,<1H OCEAN
-118.18,33.9,32,1452,365,1888,366,3.5461,146400,<1H OCEAN
-119.77,36.77,38,3065,658,1441,625,2.0564,64700,INLAND
-122.56,37.91,52,1972,327,755,345,7.1924,500001,NEAR BAY
-121.93,37.89,13,2085,292,852,264,7.3445,366700,INLAND
-117.18,32.7,44,2655,514,1102,489,3.6759,368800,NEAR OCEAN
-117.07,32.63,37,2303,379,1026,357,3.455,156900,NEAR OCEAN
-117.3,34.17,30,2483,573,1172,438,1.875,89700,INLAND
-117.16,32.74,49,1815,495,601,410,3.0571,418800,NEAR OCEAN
-118.25,34.07,16,719,225,801,218,2.3942,133300,<1H OCEAN
-117.44,34.08,15,5024,992,3208,981,3.6025,116400,INLAND
-117.71,34.08,26,2744,494,1411,465,4.2639,154200,INLAND
-119.09,36.21,38,1901,453,1613,400,1.8828,44600,INLAND
-117.08,32.73,36,3331,643,1903,622,3.6974,122000,NEAR OCEAN
-117.64,34.05,32,1129,251,1378,268,3.0057,96900,INLAND
-121.82,37.29,16,2085,394,1705,391,5.0225,222800,<1H OCEAN
-121.71,39.71,17,2748,556,1174,514,3.066,102600,INLAND
-122.08,37.63,33,691,127,431,149,4.25,192600,NEAR BAY
-121.12,37.73,35,1107,227,573,210,2.3924,102200,INLAND
-122.3,37.98,25,3807,806,1821,792,3.6518,164300,NEAR BAY
-121.97,37.33,21,8275,1566,3636,1524,5.1506,302100,<1H OCEAN
-115.56,32.78,35,1185,202,615,191,4.6154,86200,INLAND
-118.43,33.96,20,1901,270,704,254,8.7819,500001,<1H OCEAN
-117.96,33.86,35,2146,430,1230,429,3.7813,184900,<1H OCEAN
-120.35,38.04,16,1499,326,733,286,2.5729,118800,INLAND
-118.32,33.92,35,1281,219,710,184,4.8304,152800,<1H OCEAN
-122.15,37.72,31,1616,372,739,379,2.9097,210900,NEAR BAY
-121.65,39.16,16,5022,1103,2087,956,2.3963,114800,INLAND
-122.43,37.75,52,3521,767,1415,687,4.875,362200,NEAR BAY
-122.04,37.37,23,5135,911,2351,863,5.2319,430100,<1H OCEAN
-121.89,37.69,4,6159,1510,2649,1241,3.62,139300,<1H OCEAN
-121.88,37.35,49,1728,350,1146,391,3.5781,193000,<1H OCEAN
-121.87,37.25,4,2498,775,1213,631,3.7844,183900,<1H OCEAN
-118.49,34.24,35,2707,446,1224,445,5.2939,244200,<1H OCEAN
-119.64,37.31,15,2654,530,1267,489,2.8393,104400,INLAND
-122.08,37.36,31,2717,376,1001,381,9.281,500001,NEAR BAY
-118.13,33.79,36,1245,211,508,221,5.3441,480600,NEAR OCEAN
-118.25,33.95,25,764,200,801,220,1.1384,100000,<1H OCEAN
-117.23,33.21,21,1934,386,861,381,3.6181,213800,<1H OCEAN
-118.28,34.01,50,2601,794,3080,770,1.8656,122900,<1H OCEAN
-121.82,36.54,22,1746,363,886,364,5.5469,378800,<1H OCEAN
-118.52,34.23,35,1471,210,735,219,8.3841,472200,<1H OCEAN
-117.79,34.12,16,2426,426,1319,446,4.8125,224500,INLAND
-117.88,34.14,32,1764,365,924,329,3.875,186700,INLAND
-118.09,34.07,26,794,182,709,170,3.175,170800,<1H OCEAN
-121.9,37.25,28,2714,502,1389,490,5.7385,240400,<1H OCEAN
-123.91,41.68,22,1880,360,743,314,2.9688,152700,<1H OCEAN
-121.31,38.28,16,1708,391,687,378,1.9485,155400,INLAND
-121.91,37.42,19,1684,387,1224,376,4.1389,174100,<1H OCEAN
-122.03,37.97,20,3968,931,2629,903,2.9915,166700,NEAR BAY
-119.82,36.78,36,1370,289,812,282,2.6127,69600,INLAND
-118.13,33.76,52,2216,526,940,530,4.5469,381000,NEAR OCEAN
-116.72,33.56,13,3166,682,1250,475,2.355,122900,INLAND
-119.37,36.19,24,1306,266,889,276,2.4922,66100,INLAND
-122.55,37.98,31,3807,828,1581,795,3.293,337500,NEAR BAY
-117.2,32.78,38,2662,498,1132,496,4.0057,241600,NEAR OCEAN
-121.74,36.92,17,2648,589,1193,540,2.4461,151700,<1H OCEAN
-122.31,37.91,39,2955,696,1417,682,2.7628,167800,NEAR BAY
-123.83,41.88,18,1504,357,660,258,3.13,116700,<1H OCEAN
-121.83,39.23,25,3819,702,1983,658,2.4464,72500,INLAND
-119.01,35.34,36,973,219,613,187,1.5625,46700,INLAND
-121.38,38.58,38,2968,475,1176,454,5.0497,191700,INLAND
-118.19,34.08,38,1241,298,1055,263,2.3409,115500,<1H OCEAN
-118.39,34.21,14,2807,868,2729,803,2.6667,172400,<1H OCEAN
-117.02,32.79,36,2211,384,868,329,4.0491,147900,<1H OCEAN
-118.42,34.02,28,3167,737,1248,665,3.1941,394700,<1H OCEAN
-120.66,35.47,18,2474,449,1269,431,3.9063,184800,<1H OCEAN
-118.33,34.11,48,1601,464,784,461,3.0642,342900,<1H OCEAN
-119.53,36.55,34,2065,343,1041,313,3.2917,111500,INLAND
-117.17,32.73,52,55,18,65,22,1.6591,112500,NEAR OCEAN
-117.2,34.15,18,1859,251,747,256,7.732,173200,INLAND
-118.29,34.1,39,2196,582,1165,538,2.9417,254200,<1H OCEAN
-117.91,34.08,33,2325,452,1170,445,3.6625,217100,<1H OCEAN
-122.04,38.25,52,582,131,241,106,2.4,125000,INLAND
-121.13,39.31,17,3442,705,1693,619,2.8102,128900,INLAND
-121.62,39.15,36,2321,455,1168,489,3.0962,74000,INLAND
-118.06,33.98,50,1146,238,579,213,2.9583,172600,<1H OCEAN
-122.08,38.3,2,6718,858,2012,654,6.8872,305200,INLAND
-118.38,34.18,27,4834,1527,3847,1432,2.1449,165300,<1H OCEAN
-121.66,39.09,27,2098,372,1090,333,4.45,96200,INLAND
-118.19,33.95,44,1436,271,850,269,3.2768,179100,<1H OCEAN
-118.42,34.03,44,904,176,358,158,3.3542,344200,<1H OCEAN
-121.92,37.64,46,1280,209,512,208,5.1406,315600,INLAND
-114.61,34.84,48,1291,248,580,211,2.1571,48600,INLAND
-122.11,37.41,27,5110,1599,2764,1482,3.4198,351900,NEAR BAY
-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800,INLAND
-118.37,33.99,36,3228,543,1305,520,5.1695,397000,<1H OCEAN
-116.94,32.8,21,7906,2292,4868,2117,1.8937,109800,<1H OCEAN
-117.91,33.62,35,2426,359,937,387,9.2175,500001,<1H OCEAN
-118.81,34.28,20,3678,684,1882,694,4.1607,196800,<1H OCEAN
-118.02,34.02,21,5992,986,2647,969,5.2405,302400,<1H OCEAN
-118.19,33.84,44,2731,577,1396,555,4.1771,219100,NEAR OCEAN
-118.26,34.18,32,14556,2077,5459,2017,8.1657,500001,<1H OCEAN
-118.23,34.07,35,1335,440,1586,445,1.9722,156300,<1H OCEAN
-120.94,37.6,30,3257,574,1804,588,3.5331,102900,INLAND
-122.43,37.77,52,2514,729,1428,597,2.3977,412500,NEAR BAY
-118.03,34.05,36,1359,317,1557,370,2.7955,157500,<1H OCEAN
-117.57,34.02,5,6933,1311,3845,1285,4.6727,158900,INLAND
-120.31,38.02,11,2366,398,1046,387,3.8203,139700,INLAND
-121.2,37.6,30,2110,406,1301,345,2.3173,86500,INLAND
-122.48,37.59,29,5889,959,2784,923,5.3991,273000,NEAR OCEAN
-117.95,33.68,27,1732,303,1115,308,5.5312,239200,<1H OCEAN
-122.26,38.11,52,2573,639,1238,529,2.6708,109700,NEAR BAY
-117.06,32.6,33,905,205,989,222,2.7014,108200,NEAR OCEAN
-118.87,34.21,26,4439,616,1881,592,6.2935,258000,<1H OCEAN
-118.44,34.15,37,1335,286,539,279,3.2813,301700,<1H OCEAN
-121.34,38.69,16,2686,516,1553,529,3.7857,112700,INLAND
-118.3,34.03,40,1695,374,1138,357,2.7125,150000,<1H OCEAN
-121.65,39.35,24,1003,251,1098,227,1.7552,86400,INLAND
-120.08,39.61,32,1404,247,544,201,2.7778,72900,INLAND
-117.23,33.09,7,5320,855,2015,768,6.3373,279600,NEAR OCEAN
-119.87,36.81,6,1891,341,969,330,4.6726,107800,INLAND
-122.4,37.8,52,2094,568,920,503,4.2015,412500,NEAR BAY
-122.37,37.94,49,969,229,599,195,1.3167,71600,NEAR BAY
-119,34.08,17,1822,438,578,291,5.4346,428600,NEAR OCEAN
-122.31,37.93,39,2505,371,872,345,5.3433,286500,NEAR BAY
-117.86,33.77,39,4159,655,1669,651,4.6111,240300,<1H OCEAN
-121.53,36.85,23,3359,725,1862,651,2.6719,193600,INLAND
-117.13,32.72,17,1285,423,1208,409,1.758,126600,NEAR OCEAN
-118.31,33.98,52,1607,331,900,295,3.5982,96600,<1H OCEAN
-121.88,37.44,23,1310,267,910,261,5.3994,237900,<1H OCEAN
-120.49,40.31,16,1821,360,969,359,3.4643,85100,INLAND
-122.45,37.72,51,2690,554,1795,539,3.6581,225000,NEAR BAY
-122.48,37.69,33,2347,512,1259,481,3.4492,264300,NEAR OCEAN
-121.37,38.7,18,3938,649,1861,606,3.6484,95000,INLAND
-118.41,34.01,33,3306,974,2475,924,2.8797,285300,<1H OCEAN
-121.99,39.15,17,6440,1204,3266,1142,2.7137,72000,INLAND
-122.75,38.43,36,1599,345,1086,314,2.6667,149100,<1H OCEAN
-121.06,39.25,17,3127,539,1390,520,3.9537,172800,INLAND
-118.38,34.06,28,2522,616,991,574,3.1475,362500,<1H OCEAN
-122.16,37.77,39,1583,349,857,316,3.0958,145800,NEAR BAY
-118.61,34.2,16,1718,467,896,475,3.6296,160900,<1H OCEAN
-118.44,34.16,33,1616,322,580,311,4.0391,337500,<1H OCEAN
-122.67,38.33,4,8072,1606,4323,1475,3.9518,220300,<1H OCEAN
-118.05,33.72,17,1875,472,900,406,5.2589,226100,<1H OCEAN
-120.41,34.87,32,1997,317,866,281,5.062,158900,<1H OCEAN
-119.08,36.2,30,1677,358,1159,365,2.4554,61200,INLAND
-122.74,38.44,17,2287,497,1240,493,3.5845,164300,<1H OCEAN
-118.41,33.97,44,2298,388,849,360,5.5941,363500,<1H OCEAN
-117.99,33.94,34,1519,301,758,304,4.3125,214000,<1H OCEAN
-119.51,34.4,15,1112,256,411,245,2.0625,314300,NEAR OCEAN
-120.64,36.99,23,2363,449,1168,410,2.2794,75700,INLAND
-118.41,34.21,35,2215,459,1594,446,4.0167,193200,<1H OCEAN
-117.06,34.87,14,3348,619,1756,557,3.5987,91400,INLAND
-117.01,32.81,21,4203,618,1620,600,5.3441,193500,<1H OCEAN
-118.33,33.82,26,5591,934,2824,939,6.5861,417800,<1H OCEAN
-122.39,40.6,22,2195,489,1021,460,1.4125,66500,INLAND
-118.39,34.17,28,2790,748,1351,697,3.2052,283600,<1H OCEAN
-122.03,38.3,5,1569,199,713,209,6.6779,223900,INLAND
-121.69,39.36,34,842,186,635,165,1.8355,63000,INLAND
-118.3,33.74,28,1065,215,887,217,3.9375,270500,NEAR OCEAN
-118.29,33.73,21,2492,711,1699,672,2.1382,242300,NEAR OCEAN
-120.42,34.89,24,2020,307,855,283,5.0099,162500,<1H OCEAN
-118.99,37.65,20,2474,625,338,141,5.01,195500,INLAND
-121.88,37.36,42,2087,402,1342,423,4.2149,199000,<1H OCEAN
-118.42,34.27,35,674,153,808,173,2.6667,147800,<1H OCEAN
-119.26,34.27,36,1972,382,1029,411,3.7337,209000,NEAR OCEAN
-117.18,32.83,27,2346,399,1105,373,4.2708,182800,NEAR OCEAN
-122.21,37.78,44,1729,414,1240,393,2.3125,102800,NEAR BAY
-118.02,34.14,31,6854,1578,4131,1524,3.5878,222800,INLAND
-119.17,34.18,38,3221,783,2792,736,2.9118,172400,NEAR OCEAN
-117.68,33.63,16,5218,1187,2701,1125,3.929,143100,<1H OCEAN
-118.34,34.05,41,2099,472,1369,465,2.7409,167100,<1H OCEAN
-119.53,34.4,14,1671,383,1079,365,3.1389,248700,<1H OCEAN
-118.36,34.18,31,1109,354,1119,334,2.3056,200000,<1H OCEAN
-122.47,37.78,52,2042,378,1153,408,4.1856,404700,NEAR BAY
-118.09,34.07,45,726,146,568,160,3.0347,183200,<1H OCEAN
-122.01,37.35,16,3716,916,1551,759,4.5,323600,<1H OCEAN
-122,37.86,18,8953,1074,3011,993,10.7372,500001,<1H OCEAN
-118.08,33.89,37,1152,259,981,225,3.2857,153600,<1H OCEAN
-122.41,37.63,39,4220,1055,2720,1046,2.639,242500,NEAR OCEAN
-122.05,37.38,29,1875,340,816,350,5.4351,336500,<1H OCEAN
-117.88,34.06,23,6689,1124,3081,1047,5.9254,491200,<1H OCEAN
-117.12,32.8,29,2863,534,1392,522,3.8719,174200,NEAR OCEAN
-120.3,37.97,17,3243,619,1408,566,2.474,120100,INLAND
-117.1,32.69,29,4174,1195,3675,1124,1.8112,103600,NEAR OCEAN
-118.76,34.26,26,1929,293,1067,320,5.4038,222100,<1H OCEAN
-118.3,34.04,35,1090,345,1605,330,2.1518,152800,<1H OCEAN
-121.92,37.68,23,1655,223,706,219,7.2211,291900,<1H OCEAN
-118.82,34.15,9,655,110,222,109,7.8528,337500,NEAR OCEAN
-121.46,38.51,18,2123,606,1576,599,1.5735,110000,INLAND
-122.3,37.52,32,2297,347,871,342,8.1039,382200,NEAR OCEAN
-118.33,34,52,1114,169,486,176,4.2917,247600,<1H OCEAN
-117.18,34.06,52,954,233,533,239,1.3021,100000,INLAND
-117.2,32.82,35,2772,537,1392,521,3.337,172300,NEAR OCEAN
-118.31,33.73,52,2025,361,957,363,4.2059,350000,NEAR OCEAN
-118.41,33.93,38,3328,625,1455,619,5.0596,363900,<1H OCEAN
-122.45,38.3,24,1946,400,718,380,3.5507,257900,NEAR BAY
-118.18,33.8,30,2734,758,2951,691,1.7689,117600,NEAR OCEAN
-117.06,32.77,34,1730,373,730,350,2.0284,161800,NEAR OCEAN
-117.01,32.77,34,3330,723,1592,656,2.6678,164200,<1H OCEAN
-117.11,32.82,16,4241,892,1771,864,4.375,166500,NEAR OCEAN
-124.1,40.5,30,1927,393,996,374,2.2357,72300,<1H OCEAN
-122.86,38.1,44,2602,509,691,343,4.3125,261500,NEAR OCEAN
-117.17,32.81,26,788,127,346,125,5.0603,185700,NEAR OCEAN
-117.25,32.73,38,1840,291,633,283,4.9125,383600,NEAR OCEAN
-118.1,34.01,29,2077,564,2087,543,2.66,189200,<1H OCEAN
-120.47,34.65,31,1438,320,816,270,2.4583,128100,NEAR OCEAN
-119.37,36.21,35,2228,476,1567,449,1.4455,54100,INLAND
-118.12,33.99,27,2316,559,2012,544,2.8155,176800,<1H OCEAN
-117.92,33.72,17,3318,502,1520,498,5.5501,274200,<1H OCEAN
-119.34,36.23,12,4965,872,2191,804,3.5611,90200,INLAND
-122.25,38.1,52,2315,556,1113,486,2.5042,147900,NEAR BAY
-121.78,38.55,12,10509,2186,5633,2138,2.9605,204300,INLAND
-118.16,34.7,33,2918,494,1365,478,4.8787,127700,INLAND
-118.38,33.88,27,3039,606,1421,564,5.5771,345500,<1H OCEAN
-119.21,34.19,15,5614,989,2754,994,5.035,242900,NEAR OCEAN
-120.9,38.2,16,3120,641,1319,526,2.0472,93200,INLAND
-117.15,32.7,50,475,172,483,120,1.3657,162500,NEAR OCEAN
-117.26,33.2,13,3163,725,1675,629,2.8214,121900,<1H OCEAN
-117.65,33.6,13,2319,430,1004,380,5.133,316100,<1H OCEAN
-118.05,33.79,19,1863,355,1260,317,3.2465,277400,<1H OCEAN
-117.98,33.83,17,3419,932,2460,766,3.2823,228500,<1H OCEAN
-122.04,37.3,25,3807,600,1678,600,6.6818,411300,<1H OCEAN
-122.07,37.41,26,1184,225,815,218,5.7657,322300,NEAR BAY
-117.17,32.82,24,1623,417,911,397,2.7401,198100,NEAR OCEAN
-122.17,37.74,46,769,183,693,178,2.25,84200,NEAR BAY
-120.57,34.96,38,1145,297,1107,296,2.1776,89100,NEAR OCEAN
-120.79,37.41,35,2436,466,1730,469,2.2071,85900,INLAND
-118.02,33.91,35,1337,234,692,235,5.1155,213700,<1H OCEAN
-122.71,38.91,20,41,18,94,10,1.375,55000,INLAND
-122.51,37.76,40,2320,562,1499,521,3.2792,260800,NEAR OCEAN
-122.33,37.92,26,3887,779,2512,740,2.2301,122400,NEAR BAY
-121.98,37.16,42,2533,433,957,398,5.3468,279900,<1H OCEAN
-122.37,40.39,12,3783,702,1970,639,3.3005,98500,INLAND
-121.94,37.71,15,6473,1027,2484,970,5.0143,271100,<1H OCEAN
-120.46,34.64,26,2364,604,1520,529,1.9444,129400,NEAR OCEAN
-116.95,32.84,31,1307,NA,752,231,3.4286,129400,<1H OCEAN
-119.71,36.8,17,1415,267,861,293,3.25,81400,INLAND
